0.64752197,0.30633545,0.62005615,-0.31988525
0.64752197,0.30645752,0.61993408,-0.32012939
0.64739990,0.30639648,0.62011719,-0.32000732
0.64733887,0.30639648,0.62011719,-0.32000732
0.64739990,0.30633545,0.62011719,-0.32006836
0.64733887,0.30633545,0.62011719,-0.32006836
0.64733887,0.30633545,0.62017822,-0.32006836
0.64733887,0.30633545,0.62017822,-0.32006836
0.64733887,0.30633545,0.62017822,-0.32006836
0.64733887,0.30633545,0.62017822,-0.32006836
0.64727783,0.30633545,0.62017822,-0.32006836
0.64733887,0.30633545,0.62017822,-0.32006836
0.64733887,0.30633545,0.62017822,-0.32006836
0.64727783,0.30633545,0.62023926,-0.32006836
0.64727783,0.30633545,0.62023926,-0.32006836
0.64727783,0.30633545,0.62023926,-0.32006836
0.64721680,0.30633545,0.62030029,-0.32006836
0.64721680,0.30627441,0.62030029,-0.32006836
0.64721680,0.30633545,0.62030029,-0.32006836
0.64721680,0.30633545,0.62030029,-0.32006836
